Route ID,Agency ID,Route Code,Route Name,Description,Route Type,Route Color,Text Color,Route Description
210M,BMTCB,,Mahalakshmi Layout -Naidu Layout (Chikkalasandra),,3,F53333,FFFFFF,210M :Mahalakshmi Layout -Naidu Layout (Chikkalasandra)
210N,BMTCB,,Kempegowda Bus Station -Uttarahalli,210J route,3,F53333,FFFFFF,210N :Kempegowda Bus Station -Uttarahalli
210NA,BMTCB,,Kempegowda Bus Station -Poornaprajna Layout,210N route,3,F53333,FFFFFF,210NA :Kempegowda Bus Station -Poornaprajna Layout
210P,BMTCB,,Kempegowda Bus Station -Chikkalasandra,210J route,3,F53333,FFFFFF,210P :Kempegowda Bus Station -Chikkalasandra
210Q,BMTCB,,Shivajinagar -Chikkalasandra,210KB route,3,F53333,FFFFFF,210Q :Shivajinagar -Chikkalasandra
210R,BMTCB,,Kempegowda Bus Station -Vasanthapura,210A route,3,F53333,FFFFFF,210R :Kempegowda Bus Station -Vasanthapura
210T,BMTCB,,Banashankari -Banashankari,"Jaraganahalli,Konanakunte cross,Vasanthapura,Uttarahalli",3,F53333,FFFFFF,210T :Banashankari -Banashankari
210U,BMTCB,,Kempegowda Bus Station -Kumaraswamy Layout West,210A route,3,F53333,FFFFFF,210U :Kempegowda Bus Station -Kumaraswamy Layout West
210V,BMTCB,,Banashankari -Banashankari,opposite route of 210T,3,F53333,FFFFFF,210V :Banashankari -Banashankari
210W,BMTCB,,Kempegowda Bus Station -Karishma Hills,"K.R.Market, K.R.Road, Thyagarajanagar",3,F53333,FFFFFF,210W :Kempegowda Bus Station -Karishma Hills
210X,BMTCB,,Kempegowda Bus Station -Chandranagar,210A route,3,F53333,FFFFFF,210X :Kempegowda Bus Station -Chandranagar
210Z,BMTCB,,Kempegowda Bus Station -Naidu Layout (Chikkalasandra),"Corporation,K.R.Market,Basavanagudi police station,K.R.Road,Banashankari,Kadirenhalli cross",3,F53333,FFFFFF,210Z :Kempegowda Bus Station -Naidu Layout (Chikkalasandra)
210ZA,BMTCB,,Kempegowda Bus Station-Chikkalasandra Ramanjeneya layout,210Z route,3,,,210ZA:Kempegowda Bus Station-Chikkalasandra Ramanjeneya layout
211,BMTCB,,K R Market -Somanahalli,,3,F53333,FFFFFF,211:K R Market -Somanahalli
211A,BMTCB,,K R Market -Vajramuneshwara Temple,,3,F53333,FFFFFF,211A :K R Market -Vajramuneshwara Temple
211B,BMTCB,,Kempegowda Bus Station -Somanahalli,,3,F53333,FFFFFF,211B :Kempegowda Bus Station -Somanahalli
211C,BMTCB,,K R Market -Vaderahalli,,3,F53333,FFFFFF,211C :K R Market -Vaderahalli
211D,BMTCB,,K R Market -Naganayakanahalli,,3,F53333,FFFFFF,211D :K R Market -Naganayakanahalli
211E,BMTCB,,K R Market -Karenahalli,,3,F53333,FFFFFF,211E :K R Market -Karenahalli
211F,BMTCB,,Kempegowda Bus Station -Kaggalipura,,3,F53333,FFFFFF,211F :Kempegowda Bus Station -Kaggalipura
211G,BMTCB,,K R Market -Kodiyala,,3,F53333,FFFFFF,211G :K R Market -Kodiyala
211H,BMTCB,,K R Market -Mukkodlu,,3,F53333,FFFFFF,211H :K R Market -Mukkodlu
211J,BMTCB,,Kempegowda Bus Station -Vaderahalli,,3,F53333,FFFFFF,211J :Kempegowda Bus Station -Vaderahalli
211K,BMTCB,,K R Market -Gudipalya,,3,F53333,FFFFFF,211K :K R Market -Gudipalya
211M,BMTCB,,K R Market -Honnahalaganadoddi,,3,F53333,FFFFFF,211M :K R Market -Honnahalaganadoddi
211N,BMTCB,,K R Market -Bidadi,,3,F53333,FFFFFF,211N :K R Market -Bidadi
211P,BMTCB,,K R Market -Anchipura,,3,F53333,FFFFFF,211P :K R Market -Anchipura
212,BMTCB,,K R Market -Agara (Kanakapura Road),,3,F53333,FFFFFF,212:K R Market -Agara (Kanakapura Road)
212B,BMTCB,,K R Market -Narayanapura,,3,F53333,FFFFFF,212B :K R Market -Narayanapura
212F,BMTCB,,Thatguni-Kempegowda bus station,,3,F53333,FFFFFF,212F:Thatguni-Kempegowda bus station
213,BMTCB,,K R Market -Ravugodlu,,3,F53333,FFFFFF,213:K R Market -Ravugodlu
213A,BMTCB,,K R Market -Nettigere,,3,F53333,FFFFFF,213A :K R Market -Nettigere
213B,BMTCB,,K R Market -Kaggalahalli (Kanakapura Road),,3,F53333,FFFFFF,213B :K R Market -Kaggalahalli (Kanakapura Road)
213C,BMTCB,,K R Market -Nowkalpalya,,3,F53333,FFFFFF,213C :K R Market -Nowkalpalya
213E,BMTCB,,K R Market -Thokkathimmanadoddi,,3,F53333,FFFFFF,213E :K R Market -Thokkathimmanadoddi
213F,BMTCB,,K R Market -Bannigiri,,3,F53333,FFFFFF,213F :K R Market -Bannigiri
213FA,BMTCB,,K.R.Market-Kodipalya,,3,F53333,FFFFFF,213FA:K.R.Market-Kodipalya
213G,BMTCB,,K.R.Market- Gabbadi,,3,F53333,FFFFFF,213G:K.R.Market- Gabbadi
213K,BMTCB,,K R Market -Gundanjaneya Temple,,3,F53333,FFFFFF,213K :K R Market -Gundanjaneya Temple
214,BMTCB,,K R Market -Thattaguppe,,3,F53333,FFFFFF,214:K R Market -Thattaguppe
214A,BMTCB,,Shivajinagar -Thattaguppe,,3,F53333,FFFFFF,214A :Shivajinagar -Thattaguppe
214B,BMTCB,,K R Market -Girigowdanadoddi,,3,F53333,FFFFFF,214B :K R Market -Girigowdanadoddi
214C,BMTCB,,K R Market -Mukkodlu,,3,F53333,FFFFFF,214C :K R Market -Mukkodlu
214D,BMTCB,,K R Market -Taralu Estate,,3,F53333,FFFFFF,214D :K R Market -Taralu Estate
214E,BMTCB,,K R Market -Muninagara,,3,F53333,FFFFFF,214E :K R Market -Muninagara
214F,BMTCB,,Yeshwanthpur Regulated Market -Mukkodlu,,3,F53333,FFFFFF,214F :Yeshwanthpur Regulated Market -Mukkodlu
214J,BMTCB,,K R Market -Nallakkanadoddi,,3,F53333,FFFFFF,214J :K R Market -Nallakkanadoddi
215,BMTCB,,K R Market -Amruthanagar,"Basavanagudi,South end,Banashankari,Konanakunte cross",3,F53333,FFFFFF,215:K R Market -Amruthanagar
215A,BMTCB,,K R Market -Kothanur (Kanakapura Road),Same as 215,3,F53333,FFFFFF,215A :K R Market -Kothanur (Kanakapura Road)
215AA,BMTCB,,Banashankari-Banashankari,"Konanakunte cross, Soudhamani layout",3,F53333,FFFFFF,215AA:Banashankari-Banashankari
215B,BMTCB,,K R Market -Avalahalli BDA Layout (Kothanur),"Lalbagh West gate,South end,Banashankari,Konanakunte cross",3,F53333,FFFFFF,215B :K R Market -Avalahalli BDA Layout (Kothanur)
215B Night Services,BMTCB,,Kempegowda bus station-Avalahalli BDA complex,"Corporation,Lalbagh, Banashankari",3,F53333,FFFFFF,215B Night Services:Kempegowda bus station-Avalahalli BDA complex
215C,BMTCB,,K R Market -Jambusavari Dinne,"Basavanagudi,South end,Jayanagar,J.P.Nagar 1st phase,Puttenhalli,Kothnur dinne",3,F53333,FFFFFF,215C :K R Market -Jambusavari Dinne
215CA,BMTCB,,Jayanagar 4th block-Jambusavaridinne,Same as 215C,3,F53333,FFFFFF,215CA:Jayanagar 4th block-Jambusavaridinne
215D,BMTCB,,Kempegowda Bus Station -Eshwara Layout,"Corporation,Lalbagh west gate,Jayanagar 4th block,J.P.Nagar 1st phase,Puutenhalli",3,F53333,FFFFFF,215D :Kempegowda Bus Station -Eshwara Layout
215E,BMTCB,,Kempegowda Bus Station -Beereshwaranagar,Same as 215D,3,F53333,FFFFFF,215E :Kempegowda Bus Station -Beereshwaranagar
215F,BMTCB,,K R Market -Kothanur (Kanakapura Road),"Basavanagudi,South end,Banashankari,Jaraganahalli,Chunchagatta",3,F53333,FFFFFF,215F :K R Market -Kothanur (Kanakapura Road)
215G,BMTCB,,Kempegowda Bus Station -Srinidhi Layout,"Corporation,Lalbagh west gate,Banashankari",3,F53333,FFFFFF,215G :Kempegowda Bus Station -Srinidhi Layout
215H,BMTCB,,Kempegowda Bus Station -Jambusavari Dinne,"Corporation,Lalbagh,Jayanagar,J.P.Nagar 1st phase,Puttenhalli,Kothnur dinne",3,F53333,FFFFFF,215H :Kempegowda Bus Station -Jambusavari Dinne
215J,BMTCB,,Kempegowda Bus Station -Kothanur (Kanakapura Road),"Corporation,Lalbagh,South end,Banashankari,Chunchagatta",3,F53333,FFFFFF,215J :Kempegowda Bus Station -Kothanur (Kanakapura Road)
215K,BMTCB,,K.R.Market-anjanapura,"Basavanagudi,South end,Banashankari,Konanakunte cross",3,F53333,FFFFFF,215K:K.R.Market-anjanapura
215L,BMTCB,,Kempegowda Bus Station -Krishna Layout,Same as 215H to Kothnur dinne,3,F53333,FFFFFF,215L :Kempegowda Bus Station -Krishna Layout
215M,BMTCB,,Kempegowda Bus Station -J P Nagar 5th Phase,"Corporation,lalbagh,south end,Jayanagar,J.P.nagar 1st phase,Delmia",3,F53333,FFFFFF,215M :Kempegowda Bus Station -J P Nagar 5th Phase
215N,BMTCB,,Kempegowda Bus Station -Anjanapura,"Corporation,K.R.Market,215K",3,F53333,FFFFFF,215N :Kempegowda Bus Station -Anjanapura
215NA,BMTCB,,Kempegowda bus station-Amruthnagara,215N route,3,F53333,FFFFFF,215NA:Kempegowda bus station-Amruthnagara
215P,BMTCB,,K R Market -Konanakunte Cross,,3,F53333,FFFFFF,215P :K R Market -Konanakunte Cross
215Q,BMTCB,,Koramangala -Anjanapura,"Madiwala,BTM,Banashankari,Konanakunte cross",3,F53333,FFFFFF,215Q :Koramangala -Anjanapura
215R,BMTCB,,Kempegowda Bus Station -Kothanur (Kanakapura Road),"corporation,Lalbagh,South end,Jayanagar 4th block,Banashankari,Chunchgatta",3,F53333,FFFFFF,215R :Kempegowda Bus Station -Kothanur (Kanakapura Road)
215T,BMTCB,,K R Market -Tulasipura,"Basavanagudi,South end,Banashankari,Konanakunte cross",3,F53333,FFFFFF,215T :K R Market -Tulasipura
215U,BMTCB,,Shivajinagar -Kothnur,"Shantinagar,Wilson garden,Jayanagar,Banashankari",3,F53333,FFFFFF,215U:Shivajinagar -Kothnur
215W,BMTCB,,Jayanagar 4th Block -Jayanagar 4th Block,"J.P.Nagar 1st phase,Puttenhalli,Kothnur dinne,Jambusavari dinne,Konanakunte cross,Banashankari",3,F53333,FFFFFF,215W :Jayanagar 4th Block -Jayanagar 4th Block
215X,BMTCB,,K R Market -Thippasandra (Kanakapura Road),Same as 215B,3,F53333,FFFFFF,215X :K R Market -Thippasandra (Kanakapura Road)
215Y,BMTCB,,Jayanagar 4th Block -Jayanagar 4th Block,Opposite of 215W,3,F53333,FFFFFF,215Y :Jayanagar 4th Block -Jayanagar 4th Block
215Z,BMTCB,,K R Market -Bannerghatta Circle,"Basavanagudi,South end,Banashankari,Konanakunte cross,Gottigere",3,F53333,FFFFFF,215Z :K R Market -Bannerghatta Circle
216,BMTCB,,K R Market -Banjarapalya,,3,F53333,FFFFFF,216:K R Market -Banjarapalya
216A,BMTCB,,K R Market -Byrasandra (Kanakapura Road),,3,F53333,FFFFFF,216A :K R Market -Byrasandra (Kanakapura Road)
217,BMTCB,,K R Market -Somapura,,3,F53333,FFFFFF,217:K R Market -Somapura
217B,BMTCB,,K.R.Market-Kengeri,"South end, Banashankari,",3,F53333,FFFFFF,217B:K.R.Market-Kengeri
218,BMTCB,,K R Market -Kambipura,,3,F53333,FFFFFF,218:K R Market -Kambipura
218A,BMTCB,,Kempegowda Bus Station -Kambipura,,3,F53333,FFFFFF,218A :Kempegowda Bus Station -Kambipura
219,BMTCB,,K.R.Market-K.R.Market,"MCTC,Rajarajeshwari nagar,Kengeri circle,Uttarahalli,Konanakunte cross,Banashankari",3,F53333,FFFFFF,219:K.R.Market-K.R.Market
220A,BMTCB,,K R Market -Dubasipalya,,3,F53333,FFFFFF,220A :K R Market -Dubasipalya
220D,BMTCB,,K R Market -Doddabele,,3,F53333,FFFFFF,220D :K R Market -Doddabele
220G,BMTCB,,K R Market -FCI Colony,,3,F53333,FFFFFF,220G :K R Market -FCI Colony
221,BMTCB,,K R Market -Gulagunjanahalli,,3,F53333,FFFFFF,221:K R Market -Gulagunjanahalli
221B,BMTCB,,K R Market -Thavarekere (Magadi Road),,3,F53333,FFFFFF,221B :K R Market -Thavarekere (Magadi Road)
221C,BMTCB,,K R Market -Doddabasti,,3,F53333,FFFFFF,221C :K R Market -Doddabasti
221D,BMTCB,,K R Market -Beedi Karmikara Layout,,3,F53333,FFFFFF,221D :K R Market -Beedi Karmikara Layout
221E,BMTCB,,K R Market -Ramasandra,,3,F53333,FFFFFF,221E :K R Market -Ramasandra
221F,BMTCB,,Kempegowda Bus Station -Hunasemaradapalya,,3,F53333,FFFFFF,221F :Kempegowda Bus Station -Hunasemaradapalya
221G,BMTCB,,Kempegowda Bus Station -Beedi Karmikara Layout,,3,F53333,FFFFFF,221G :Kempegowda Bus Station -Beedi Karmikara Layout
221J,BMTCB,,K R Market -Thavarekere (Magadi Road),,3,F53333,FFFFFF,221J :K R Market -Thavarekere (Magadi Road)
221K,BMTCB,,K R Market -Kommaghatta,,3,F53333,FFFFFF,221K :K R Market -Kommaghatta
222,BMTCB,,K R Market -Kengeri Satellite Town,,3,F53333,FFFFFF,222:K R Market -Kengeri Satellite Town
222A,BMTCB,,Kempegowda Bus Station -Kengeri Satellite Town,,3,F53333,FFFFFF,222A :Kempegowda Bus Station -Kengeri Satellite Town
222D,BMTCB,,K R Market -Kengeri Satellite Town,,3,F53333,FFFFFF,222D :K R Market -Kengeri Satellite Town
222E,BMTCB,,Shivajinagar -Kengeri Satellite Town,,3,F53333,FFFFFF,222E :Shivajinagar -Kengeri Satellite Town
222F,BMTCB,,Kempegowda Bus Station -Kengeri Housing Board Quarters,,3,F53333,FFFFFF,222F :Kempegowda Bus Station -Kengeri Housing Board Quarters
222G,BMTCB,,Jayanagar 4th block -Kengeri Satellite Town,,3,F53333,FFFFFF,222G :Jayanagar 4th block -Kengeri Satellite Town
222J,BMTCB,,K R Market -Bandemutt,,3,F53333,FFFFFF,222J :K R Market -Bandemutt
222M,BMTCB,,Banashankari-Kengeri-Tavarekere,,3,F53333,FFFFFF,222M:Banashankari-Kengeri-Tavarekere
223,BMTCB,,K R Market -Mallathahalli,,3,F53333,FFFFFF,223:K R Market -Mallathahalli
223A,BMTCB,,Shivajinagar -Doddabasti,,3,F53333,FFFFFF,223A :Shivajinagar -Doddabasti
223B,BMTCB,,Shivajinagar -Mallathahalli,,3,F53333,FFFFFF,223B :Shivajinagar -Mallathahalli
223D,BMTCB,,K R Market -Doddabasti,,3,F53333,FFFFFF,223D :K R Market -Doddabasti
223E,BMTCB,,K R Market -Ramasandra,,3,F53333,FFFFFF,223E :K R Market -Ramasandra
223F,BMTCB,,K R Market -Sulikere,,3,F53333,FFFFFF,223F :K R Market -Sulikere
223G,BMTCB,,K R Market -Doddabasti,,3,F53333,FFFFFF,223G :K R Market -Doddabasti
223J,BMTCB,,Bommanahalli -Doddabasti,,3,F53333,FFFFFF,223J :Bommanahalli -Doddabasti
223K,BMTCB,,HAL Main Gate -Doddabasti,,3,F53333,FFFFFF,223K :HAL Main Gate -Doddabasti
223L,BMTCB,,K R Market -Maruthinagar (Mysore Road),,3,F53333,FFFFFF,223L :K R Market -Maruthinagar (Mysore Road)
223M,BMTCB,,Shivajinagar -Mallathahalli,,3,F53333,FFFFFF,223M :Shivajinagar -Mallathahalli
223N,BMTCB,,K R Market -Jnanajyothinagar 2nd Stage,,3,F53333,FFFFFF,223N :K R Market -Jnanajyothinagar 2nd Stage
224,BMTCB,,K R Market -Karabele,,3,F53333,FFFFFF,224:K R Market -Karabele
224D,BMTCB,,K R Market -Doddipalya,,3,F53333,FFFFFF,224D :K R Market -Doddipalya
225,BMTCB,,K R Market -Channasandra (Uttarahalli Road),,3,F53333,FFFFFF,225:K R Market -Channasandra (Uttarahalli Road)
225A,BMTCB,,K R Market -Srinivasapura (Uttarahalli Road),,3,F53333,FFFFFF,225A :K R Market -Srinivasapura (Uttarahalli Road)
225B,BMTCB,,Jayanagar 9th Block -BEML 5th Stage,,3,F53333,FFFFFF,225B :Jayanagar 9th Block -BEML 5th Stage
225C,BMTCB,,Kempegowda Bus Station -BEML 5th Stage,,3,F53333,FFFFFF,225C :Kempegowda Bus Station -BEML 5th Stage
225D,BMTCB,,Kempegowda Bus Station -Channasandra (Uttarahalli Road),,3,F53333,FFFFFF,225D :Kempegowda Bus Station -Channasandra (Uttarahalli Road)
225E,BMTCB,,Bangalore Childrens Hospital -Yeshwanthpur Regulated Market,,3,F53333,FFFFFF,225E :Bangalore Childrens Hospital -Yeshwanthpur Regulated Market
225F,BMTCB,,K R Market -Ganakal,,3,F53333,FFFFFF,225F :K R Market -Ganakal
225G,BMTCB,,K R Market -Bangarappanagar,,3,F53333,FFFFFF,225G :K R Market -Bangarappanagar
225H,BMTCB,,Kempegowda Bus Station -BEML 5th Stage,,3,F53333,FFFFFF,225H :Kempegowda Bus Station -BEML 5th Stage
225J,BMTCB,,Kempegowda Bus Station -Shakthi Resorts,,3,F53333,FFFFFF,225J :Kempegowda Bus Station -Shakthi Resorts
225K,BMTCB,,K R Market -BHEL Layout (Bangalore University),,3,F53333,FFFFFF,225K :K R Market -BHEL Layout (Bangalore University)
225S,BMTCB,,Shanthinagar Bus Station -Shanthinagar Bus Station,,3,F53333,FFFFFF,225S :Shanthinagar Bus Station -Shanthinagar Bus Station
226,BMTCB,,K R Market -Billakempanahalli,,3,F53333,FFFFFF,226:K R Market -Billakempanahalli
226A,BMTCB,,Kempegowda Bus Station -Hampapura,,3,F53333,FFFFFF,226A :Kempegowda Bus Station -Hampapura
226B,BMTCB,,K R Market -Hampapura,,3,F53333,FFFFFF,226B :K R Market -Hampapura
226C,BMTCB,,K R Market -Thimmappanapalya,,3,F53333,FFFFFF,226C :K R Market -Thimmappanapalya
226D,BMTCB,,K R Market -Vajarahalli,,3,F53333,FFFFFF,226D :K R Market -Vajarahalli
226E,BMTCB,,K R Market -Channegowdanadoddi,,3,F53333,FFFFFF,226E :K R Market -Channegowdanadoddi
226F,BMTCB,,K R Market -Bidadi,,3,F53333,FFFFFF,226F :K R Market -Bidadi
226G,BMTCB,,Shivajinagar -Bidadi,,3,F53333,FFFFFF,226G :Shivajinagar -Bidadi
226J,BMTCB,,Kempegowda Bus Station -Hakki Pikki Colony (Mysore Road),,3,F53333,FFFFFF,226J :Kempegowda Bus Station -Hakki Pikki Colony (Mysore Road)
226K,BMTCB,,K R Market -Shanumangala,,3,F53333,FFFFFF,226K :K R Market -Shanumangala
226L,BMTCB,,K R Market -Hakki Pikki Colony (Mysore Road),,3,F53333,FFFFFF,226L :K R Market -Hakki Pikki Colony (Mysore Road)
226M,BMTCB,,K R Market -Bidadi,,3,F53333,FFFFFF,226M :K R Market -Bidadi
226N,BMTCB,,Kempegowda Bus Station -Bidadi,,3,F53333,FFFFFF,226N :Kempegowda Bus Station -Bidadi
226P,BMTCB,,K R Market -M Karenahalli,,3,F53333,FFFFFF,226P :K R Market -M Karenahalli
226W,BMTCB,,Banashankari-Bidadi,,3,F53333,FFFFFF,226W:Banashankari-Bidadi
227,BMTCB,,K R Market -Chunchanakuppe,,3,F53333,FFFFFF,227:K R Market -Chunchanakuppe
227A,BMTCB,,K R Market -Mayasandra (Mysore Road),,3,F53333,FFFFFF,227A :K R Market -Mayasandra (Mysore Road)
227B,BMTCB,,K R Market -Thavarekere (Magadi Road),,3,F53333,FFFFFF,227B :K R Market -Thavarekere (Magadi Road)
227C,BMTCB,,K R Market -Bheemanakuppe,,3,F53333,FFFFFF,227C :K R Market -Bheemanakuppe
227D,BMTCB,,K R Market -Uddanahalli,,3,F53333,FFFFFF,227D :K R Market -Uddanahalli
227E,BMTCB,,K R Market -Huluvenahalli,,3,F53333,FFFFFF,227E :K R Market -Huluvenahalli
227F,BMTCB,,K R Market -Chikkanahalli,,3,F53333,FFFFFF,227F :K R Market -Chikkanahalli
227G,BMTCB,,K R Market -Subbarayappanapalya,,3,F53333,FFFFFF,227G :K R Market -Subbarayappanapalya
227H,BMTCB,,K R Market -Kurubarapalya,,3,F53333,FFFFFF,227H :K R Market -Kurubarapalya
227J,BMTCB,,K R Market -Maligondanahalli,,3,F53333,FFFFFF,227J :K R Market -Maligondanahalli
227K,BMTCB,,K R Market -Basammanahalli,,3,F53333,FFFFFF,227K :K R Market -Basammanahalli
227L,BMTCB,,K R Market -Allammanapalya,,3,F53333,FFFFFF,227L :K R Market -Allammanapalya
227M,BMTCB,,K R Market -Magadi,,3,F53333,FFFFFF,227M :K R Market -Magadi
227N,BMTCB,,K R Market -Punugumaranahalli,,3,F53333,FFFFFF,227N :K R Market -Punugumaranahalli
227P,BMTCB,,Kempegowda Bus Station -Hunnigere (Mysore Road),,3,F53333,FFFFFF,227P :Kempegowda Bus Station -Hunnigere (Mysore Road)
227Q,BMTCB,,K R Market -Doddamarammanahalli,,3,F53333,FFFFFF,227Q :K R Market -Doddamarammanahalli
227R,BMTCB,,K R Market -Bylalu (Chunchanakuppe),,3,F53333,FFFFFF,227R :K R Market -Bylalu (Chunchanakuppe)
227S,BMTCB,,K R Market -Gollahalli (Mysore Road),,3,F53333,FFFFFF,227S :K R Market -Gollahalli (Mysore Road)
227T,BMTCB,,K R Market -CK Tandya,,3,F53333,FFFFFF,227T :K R Market -CK Tandya
227U,BMTCB,,K R Market -Agalahalli,,3,F53333,FFFFFF,227U :K R Market -Agalahalli
227V,BMTCB,,K R Market -Chokkanahalli (Mysore Road),,3,F53333,FFFFFF,227V :K R Market -Chokkanahalli (Mysore Road)
227W,BMTCB,,K R Market -Avarehalli,,3,F53333,FFFFFF,227W :K R Market -Avarehalli
228,BMTCB,,K R Market -Gonipura,,3,F53333,FFFFFF,228:K R Market -Gonipura
228A,BMTCB,,K R Market -Parasanapalya,,3,F53333,FFFFFF,228A :K R Market -Parasanapalya
228B,BMTCB,,K R Market -Thittahalli,,3,F53333,FFFFFF,228B :K R Market -Thittahalli
228C,BMTCB,,K R Market -Doddakuntanahalli,,3,F53333,FFFFFF,228C :K R Market -Doddakuntanahalli
228D,BMTCB,,K R Market -Kaggalipura,,3,F53333,FFFFFF,228D :K R Market -Kaggalipura
228E,BMTCB,,K R Market -Tippur,,3,F53333,FFFFFF,228E :K R Market -Tippur
228F,BMTCB,,K R Market -Chikkakuntanahalli,,3,F53333,FFFFFF,228F :K R Market -Chikkakuntanahalli
228G,BMTCB,,K R Market -Kenchanapalya,,3,F53333,FFFFFF,228G :K R Market -Kenchanapalya
229,BMTCB,,K R Market -Gaviyanapalya,,3,F53333,FFFFFF,229:K R Market -Gaviyanapalya
230,BMTCB,,K R Market -Byrohalli,,3,F53333,FFFFFF,230:K R Market -Byrohalli
230A,BMTCB,,K R Market -Bettanapalya,,3,F53333,FFFFFF,230A :K R Market -Bettanapalya
231,BMTCB,,K R Market -Dodderi,,3,F53333,FFFFFF,231:K R Market -Dodderi
231A,BMTCB,,K R Market -Avaragere,,3,F53333,FFFFFF,231A :K R Market -Avaragere
231B,BMTCB,,K R Market -Bannikuppe,,3,F53333,FFFFFF,231B :K R Market -Bannikuppe
231C,BMTCB,,K R Market -Muthurayanagudipalya,,3,F53333,FFFFFF,231C :K R Market -Muthurayanagudipalya
231D,BMTCB,,K R Market -Bettanagere (Mysore Road),,3,F53333,FFFFFF,231D :K R Market -Bettanagere (Mysore Road)
231E,BMTCB,,K R Market -Ganakal,,3,F53333,FFFFFF,231E :K R Market -Ganakal
231F,BMTCB,,K R Market -Kakaramanahalli,,3,F53333,FFFFFF,231F :K R Market -Kakaramanahalli
231G,BMTCB,,K R Market -Kempadyapanahalli,,3,F53333,FFFFFF,231G :K R Market -Kempadyapanahalli
231H,BMTCB,,K R Market -Dyavalingayyanapalya,,3,F53333,FFFFFF,231H :K R Market -Dyavalingayyanapalya
231J,BMTCB,,K R Market -Guddadahalli Dinne (Bidadi),,3,F53333,FFFFFF,231J :K R Market -Guddadahalli Dinne (Bidadi)
234,BMTCB,,K R Market -Managanahalli,,3,F53333,FFFFFF,234:K R Market -Managanahalli
234A,BMTCB,,K R Market -Ullal Satellite Town,,3,F53333,FFFFFF,234A :K R Market -Ullal Satellite Town
234B,BMTCB,,Ullal Satellite Town -Marathahalli,,3,F53333,FFFFFF,234B :Ullal Satellite Town -Marathahalli
234E,BMTCB,,Kempegowda Bus Station -Ullal Satellite Town,,3,F53333,FFFFFF,234E :Kempegowda Bus Station -Ullal Satellite Town
235,BMTCB,,Kempegowda Bus Station -Jnana Bharathi,,3,F53333,FFFFFF,235:Kempegowda Bus Station -Jnana Bharathi
235A,BMTCB,,K R Market -Nagarabhavi Village,,3,F53333,FFFFFF,235A :K R Market -Nagarabhavi Village
235B,BMTCB,,Kempegowda Bus Station -Doddabasti,,3,F53333,FFFFFF,235B :Kempegowda Bus Station -Doddabasti
235C,BMTCB,,Kempegowda Bus Station -Government Suburban Press,,3,F53333,FFFFFF,235C :Kempegowda Bus Station -Government Suburban Press
235D,BMTCB,,Kempegowda Bus Station -Ramasandra,,3,F53333,FFFFFF,235D :Kempegowda Bus Station -Ramasandra
235E,BMTCB,,Kempegowda Bus Station -Papareddypalya,,3,F53333,FFFFFF,235E :Kempegowda Bus Station -Papareddypalya
235F,BMTCB,,Kempegowda Bus Station -Sports Authority of India,,3,F53333,FFFFFF,235F :Kempegowda Bus Station -Sports Authority of India
235G,BMTCB,,Jayanagar 9th Block -Mallathahalli,,3,F53333,FFFFFF,235G :Jayanagar 9th Block -Mallathahalli
235H,BMTCB,,Jayanagar 9th Block -Bandemaramma Temple,,3,F53333,FFFFFF,235H :Jayanagar 9th Block -Bandemaramma Temple
235J,BMTCB,,Yeshwanthpur -Bharath Housing Layout,,3,F53333,FFFFFF,235J :Yeshwanthpur -Bharath Housing Layout
235K,BMTCB,,Kempegowda Bus Station -Doddabasti,,3,F53333,FFFFFF,235K :Kempegowda Bus Station -Doddabasti
235L,BMTCB,,K R Market -ITI Layout (Papareddypalya),,3,F53333,FFFFFF,235L :K R Market -ITI Layout (Papareddypalya)
236,BMTCB,,Kengeri Satellite Town -Peenya 2nd Stage,,3,F53333,FFFFFF,236:Kengeri Satellite Town -Peenya 2nd Stage
237,BMTCB,,K R Market -Srinivasanagar (Magadi Road),,3,F53333,FFFFFF,237:K R Market -Srinivasanagar (Magadi Road)
237A,BMTCB,,Kempegowda Bus Station -Srinivasanagar (Magadi Road),,3,F53333,FFFFFF,237A :Kempegowda Bus Station -Srinivasanagar (Magadi Road)
238,BMTCB,,Kempegowda Bus Station -Nrupathunganagar,,3,F53333,FFFFFF,238:Kempegowda Bus Station -Nrupathunganagar
238A,BMTCB,,Kempegowda Bus Station -Nagarabhavi Village,,3,F53333,FFFFFF,238A :Kempegowda Bus Station -Nagarabhavi Village
238B,BMTCB,,Nrupathunganagar -Vijayanagar,,3,F53333,FFFFFF,238B :Nrupathunganagar -Vijayanagar
238C,BMTCB,,Kempegowda Bus Station -Nagarabhavi 5th Block,,3,F53333,FFFFFF,238C :Kempegowda Bus Station -Nagarabhavi 5th Block
238D,BMTCB,,K R Market -Nrupathunganagar,,3,F53333,FFFFFF,238D :K R Market -Nrupathunganagar
238F,BMTCB,,Nagarabhavi 1st Stage 3rd Block -Malleswaram 18th Cross,,3,F53333,FFFFFF,238F :Nagarabhavi 1st Stage 3rd Block -Malleswaram 18th Cross
238G,BMTCB,,Nrupathunganagar -Malleswaram 18th Cross,,3,F53333,FFFFFF,238G :Nrupathunganagar -Malleswaram 18th Cross
238H,BMTCB,,Kempegowda Bus Station -Kempegowda Bus Station,,3,F53333,FFFFFF,238H :Kempegowda Bus Station -Kempegowda Bus Station
