Route ID,Agency ID,Route Code,Route Name,Description,Route Type,Route Color,Text Color,Route Description
1,BMTCB,,Jayanagar 4th Block -Yeshwanthpur,,3,0000FF,FFFFFF,1:Jayanagar 4th Block -Yeshwanthpur
1A,BMTCB,,Jayanagar 9th Block -Yeshwanthpur,,3,F53333,FFFFFF,1A :Jayanagar 9th Block -Yeshwanthpur
1E,BMTCB,,J P Nagar 6th Phase -Chowdeshwari Bus Station,,3,F53333,FFFFFF,1E :J P Nagar 6th Phase -Chowdeshwari Bus Station
1F,BMTCB,,K R Market -Kuvempunagar (BTM Layout),,3,F53333,FFFFFF,1F :K R Market -Kuvempunagar (BTM Layout)
2,BMTCB,,Kempegowda Bus Station -J P Nagar 6th Phase,,3,F53333,FFFFFF,2:Kempegowda Bus Station -J P Nagar 6th Phase
2A,BMTCB,,Kempegowda Bus Station -J P Nagar 1st Phase,,3,F53333,FFFFFF,2A :Kempegowda Bus Station -J P Nagar 1st Phase
2B,BMTCB,,Kempegowda Bus Station -Ilyasnagar,,3,F53333,FFFFFF,2B :Kempegowda Bus Station -Ilyasnagar
2F,BMTCB,,J.P.Nagar 6th phase-Majestic-Basaveshwaranagara,,3,F53333,FFFFFF,2F:J.P.Nagar 6th phase-Majestic-Basaveshwaranagara
2LD,BMTCB,,J.P.Nagar 6th Phase- Vidhana soudha,Ladies Special,3,F53333,FFFFFF,2LD:J.P.Nagar 6th Phase- Vidhana soudha
3,BMTCB,,J P Nagar 6th Phase -Girinagar 2nd Stage,,3,F53333,FFFFFF,3:J P Nagar 6th Phase -Girinagar 2nd Stage
3B,BMTCB,,Jayanagar 9th Block -Banashankari 3rd Stage 2nd Phase,,3,F53333,FFFFFF,3B :Jayanagar 9th Block -Banashankari 3rd Stage 2nd Phase
3A,BMTCB,,Jayanagar 9th block-Kathriguppe,,3,F53333,FFFFFF,3A:Jayanagar 9th block-Kathriguppe
3E,BMTCB,,Kuvempunagar (BTM Layout) -Banashankari 3rd Stage 2nd Phase,,3,F53333,FFFFFF,3E :Kuvempunagar (BTM Layout) -Banashankari 3rd Stage 2nd Phase
3F,BMTCB,,J P Nagar 3rd Phase -Banashankari 3rd Stage 2nd Phase,,3,F53333,FFFFFF,3F :J P Nagar 3rd Phase -Banashankari 3rd Stage 2nd Phase
7,BMTCB,,Jayanagar 4th Block -Domlur,,3,F53333,FFFFFF,7:Jayanagar 4th Block -Domlur
7D,BMTCB,,Banashankari -Jeevanabhimanagar,,3,F53333,FFFFFF,7D :Banashankari -Jeevanabhimanagar
7H,BMTCB,,Jayanagar 4th block-Jayanagar 4th block,"Wilson garden,Austin town,koramangla BDA,BTM",3,F53333,FFFFFF,7H:Jayanagar 4th block-Jayanagar 4th block
10A,BMTCB,,K R Market -J P Nagar 3rd Phase,,3,F53333,FFFFFF,10A :K R Market -J P Nagar 3rd Phase
12,BMTCB,,Kempegowda Bus Station -Banashankari,,3,F53333,FFFFFF,12:Kempegowda Bus Station -Banashankari
12A,BMTCB,,Kempegowda Bus Station -Banashankari 2nd Stage,,3,F53333,FFFFFF,12A :Kempegowda Bus Station -Banashankari 2nd Stage
12B,BMTCB,,Kempegowda Bus Station -Padmanabhanagar,,3,F53333,FFFFFF,12B :Kempegowda Bus Station -Padmanabhanagar
12C,BMTCB,,Kempegowda Bus Station -Padmanabhanagar,,3,F53333,FFFFFF,12C :Kempegowda Bus Station -Padmanabhanagar
12D,BMTCB,,Kempegowda Bus Station -Kadirenahalli Park,,3,F53333,FFFFFF,12D :Kempegowda Bus Station -Kadirenahalli Park
12E,BMTCB,,Kempegowda Bus Station -Banashankari,,3,F53333,FFFFFF,12E :Kempegowda Bus Station -Banashankari
7F,BMTCB,,J P Nagar 3rd Phase -Jeevanabhimanagar,,3,F53333,FFFFFF,7F :J P Nagar 3rd Phase -Jeevanabhimanagar
13,BMTCB,,Shivajinagar -Banashankari,,3,F53333,FFFFFF,13:Shivajinagar -Banashankari
13A,BMTCB,,Shivajinagar -Kumaraswamy Layout 2nd Stage,,3,F53333,FFFFFF,13A :Shivajinagar -Kumaraswamy Layout 2nd Stage
13B,BMTCB,,Shivajinagar -Padmanabhanagar,,3,F53333,FFFFFF,13B :Shivajinagar -Padmanabhanagar
13C,BMTCB,,Shivajinagar -Kumaraswamy Layout,,3,F53333,FFFFFF,13C :Shivajinagar -Kumaraswamy Layout
13D,BMTCB,,Shivajinagar -Kadirenahalli Park,,3,F53333,FFFFFF,13D :Shivajinagar -Kadirenahalli Park
13E,BMTCB,,Shivajinagar -Srividyanagar,,3,F53333,FFFFFF,13E :Shivajinagar -Srividyanagar
13F,BMTCB,,Shivajinagar -Chennammanakere Achkattu,,3,F53333,FFFFFF,13F :Shivajinagar -Chennammanakere Achkattu
13G,BMTCB,,Shivajinagar -JHBCS Layout,,3,F53333,FFFFFF,13G :Shivajinagar -JHBCS Layout
13H,BMTCB,,Shivajinagar -Arehalli AGS Layout,,3,F53333,FFFFFF,13H :Shivajinagar -Arehalli AGS Layout
13J,BMTCB,,Shivajinagar -Hosakerehalli,,3,F53333,FFFFFF,13J :Shivajinagar -Hosakerehalli
13K,BMTCB,,Shivajinagar -Minaznagar,,3,F53333,FFFFFF,13K :Shivajinagar -Minaznagar
14,BMTCB,,Banashankari -Malleswaram 18th Cross,,3,F53333,FFFFFF,14:Banashankari -Malleswaram 18th Cross
14A,BMTCB,,Banashankari -Mathikere,,3,F53333,FFFFFF,14A :Banashankari -Mathikere
14B,BMTCB,,Banashankari -Devasandra,,3,F53333,FFFFFF,14B :Banashankari -Devasandra
15,BMTCB,,K R Market -Banashankari 2nd Stage,,3,F53333,FFFFFF,15:K R Market -Banashankari 2nd Stage
15A,BMTCB,,K R Market -Padmanabhanagar,,3,F53333,FFFFFF,15A :K R Market -Padmanabhanagar
15C,BMTCB,,Kempegowda Bus Station -Kumaraswamy Layout,,3,F53333,FFFFFF,15C :Kempegowda Bus Station -Kumaraswamy Layout
15E,BMTCB,,Kempegowda Bus Station -Kumaraswamy Layout,,3,F53333,FFFFFF,15E :Kempegowda Bus Station -Kumaraswamy Layout
15F,BMTCB,,K R Market -Kumaraswamy Layout 2nd Stage,,3,F53333,FFFFFF,15F :K R Market -Kumaraswamy Layout 2nd Stage
15G,BMTCB,,Kempegowda Bus Station -Kumaraswamy Layout 2nd Stage,,3,F53333,FFFFFF,15G :Kempegowda Bus Station -Kumaraswamy Layout 2nd Stage
15H,BMTCB,,Kempegowda Bus Station -JHBCS Layout,,3,F53333,FFFFFF,15H :Kempegowda Bus Station -JHBCS Layout
15K,BMTCB,,Shivajinagar -Ilyasnagar,,3,F53333,FFFFFF,15K :Shivajinagar -Ilyasnagar
15L,BMTCB,,Kempegowda Bus Station -Minaznagar,,3,F53333,FFFFFF,15L :Kempegowda Bus Station -Minaznagar
16,BMTCB,,K R Market -J P Nagar 3rd Phase,,3,F53333,FFFFFF,16:K R Market -J P Nagar 3rd Phase
18,BMTCB,,Kempegowda Bus Station -Jayanagar 9th Block,,3,F53333,FFFFFF,18:Kempegowda Bus Station -Jayanagar 9th Block
18A,BMTCB,,Vidhana soudha-J.P.Nagar 3rd phase,,3,F53333,FFFFFF,18A:Vidhana soudha-J.P.Nagar 3rd phase
20,BMTCB,,Shivajinagar -Jayanagar 9th Block,,3,F53333,FFFFFF,20:Shivajinagar -Jayanagar 9th Block
21,BMTCB,,K R Market -Byrasandra (Jayanagar),,3,F53333,FFFFFF,21:K R Market -Byrasandra (Jayanagar)
22,BMTCB,,Kempegowda Bus Station -Jayanagar LIC Colony,,3,F53333,FFFFFF,22:Kempegowda Bus Station -Jayanagar LIC Colony
22A,BMTCB,,Jayanagar LIC Colony -Shivajinagar,,3,F53333,FFFFFF,22A :Jayanagar LIC Colony -Shivajinagar
23,BMTCB,,J P Nagar 3rd Phase -Yeshwanthpur,,3,F53333,FFFFFF,23:J P Nagar 3rd Phase -Yeshwanthpur
24,BMTCB,,K R Market -Kuvempunagar (BTM Layout),,3,F53333,FFFFFF,24:K R Market -Kuvempunagar (BTM Layout)
24A,BMTCB,,K R Market -Kuvempunagar South (BTM 2nd stage Mahadeshwara nagar,,3,F53333,FFFFFF,24A :K R Market -Kuvempunagar South (BTM 2nd stage Mahadeshwara nagar
24B,BMTCB,,K R Market -Jayanagar LIC Colony,,3,F53333,FFFFFF,24B :K R Market -Jayanagar LIC Colony
24C,BMTCB,,K.R.Market -East end circle,,3,F53333,FFFFFF,24C:K.R.Market -East end circle
24E,BMTCB,,K R Market -J P Nagar 3rd Phase,,3,F53333,FFFFFF,24E :K R Market -J P Nagar 3rd Phase
24F,BMTCB,,K R Market -Old Gurappanapalya,,3,F53333,FFFFFF,24F :K R Market -Old Gurappanapalya
24H,BMTCB,,K R Market -N S Palya (J.P.Nagar shopper's stop),,3,F53333,FFFFFF,24H :K R Market -N S Palya (J.P.Nagar shopper's stop)
25,BMTCB,,City Railway Station- Kuvempu nagar,,3,F53333,FFFFFF,25: City Railway station- Kuvempunagar
25A,BMTCB,,Kempegowda Bus Station -Kuvempunagar (BTM Layout),,3,F53333,FFFFFF,25A :Kempegowda Bus Station -Kuvempunagar (BTM Layout)
25B,BMTCB,,Kempegowda Bus Station -Kuvempunagar South (BTM Layout 2nd stage Mahadeshwara nagar),,3,F53333,FFFFFF,25B :Kempegowda Bus Station -Kuvempunagar South (BTM Layout 2nd stage Mahadeshwara nagar)
25C,BMTCB,,Kempegowda Bus Station -Balajinagar,,3,F53333,FFFFFF,25C :Kempegowda Bus Station -Balajinagar
25D,BMTCB,,Kempegowda Bus Station -Kuvempunagar (BTM Layout),,3,F53333,FFFFFF,25D :Kempegowda Bus Station -Kuvempunagar (BTM Layout)
25E,BMTCB,,Kempegowda Bus Station -J P Nagar 3rd Phase,,3,F53333,FFFFFF,25E :Kempegowda Bus Station -J P Nagar 3rd Phase
25F,BMTCB,,Kempegowda Bus Station -Kuvempunagar EWS Colony (BTM Layout),,3,F53333,FFFFFF,25F :Kempegowda Bus Station -Kuvempunagar EWS Colony (BTM Layout)
25H,BMTCB,,Kempegowda Bus Station -N S Palya,,3,F53333,FFFFFF,25H :Kempegowda Bus Station -N S Palya
25J,BMTCB,,Kempegowda Bus Station -Thavarekere (BTM Layout),,3,F53333,FFFFFF,25J :Kempegowda Bus Station -Thavarekere (BTM Layout)
26,BMTCB,,Kempegowda Bus Station -Byrasandra (Jayanagar),,3,F53333,FFFFFF,26:Kempegowda Bus Station -Byrasandra (Jayanagar)
27,BMTCB,,Shivajinagar -Kuvempunagar South (BTM Layout),,3,F53333,FFFFFF,27:Shivajinagar -Kuvempunagar South (BTM Layout)
27A,BMTCB,,Shivajinagar- N.S.Palya(J.P.Nagar shopper's stop),,3,F53333,FFFFFF,27A:Shivajinagar- N.S.Palya(J.P.Nagar shopper's stop)
27E,BMTCB,,Shivajinagar -J P Nagar 3rd Phase,,3,F53333,FFFFFF,27E :Shivajinagar -J P Nagar 3rd Phase
28,BMTCB,,J P Nagar 6th Phase -Sadashivanagar,,3,F53333,FFFFFF,28:J P Nagar 6th Phase -Sadashivanagar
29,BMTCB,,Shivajinagar -J P Nagar 6th Phase,,3,F53333,FFFFFF,29:Shivajinagar -J P Nagar 6th Phase
29A,BMTCB,,Shivajinagar -J P Nagar 1st Phase,,3,F53333,FFFFFF,29A :Shivajinagar -J P Nagar 1st Phase
29E,BMTCB,,Shivajinagar -Ilyasnagar,,3,F53333,FFFFFF,29E :Shivajinagar -Ilyasnagar
29/270,BMTCB,,J.P.Nagar 6th Phase-Shivajinagar-Jalahalli Cross,,3,F53333,FFFFFF,29/270:J.P.Nagar 6th Phase-Shivajinagar-Jalahalli Cross
30,BMTCB,,N R Colony -Ganganagar,,3,F53333,FFFFFF,30:N R Colony -Ganganagar
30C,BMTCB,,Kempegowda Bus Station -Ganganagar,,3,F53333,FFFFFF,30C :Kempegowda Bus Station -Ganganagar
30E,BMTCB,,N R Colony -Sultanpalya,,3,F53333,FFFFFF,30E :N R Colony -Sultanpalya
31,BMTCB,,Kempegowda Bus Station -N R Colony,,3,F53333,FFFFFF,31:Kempegowda Bus Station -N R Colony
31E,BMTCB,,Kempegowda Bus Station -Thyagarajanagar,,3,F53333,FFFFFF,31E :Kempegowda Bus Station -Thyagarajanagar
32,BMTCB,,Shivajinagar -N R Colony,,3,F53333,FFFFFF,32:Shivajinagar -N R Colony
32E,BMTCB,,Shivajinagar -Thyagarajanagar,,3,F53333,FFFFFF,32E :Shivajinagar -Thyagarajanagar
33,BMTCB,,K R Market -Hosakerehalli,,3,F53333,FFFFFF,33:K R Market -Hosakerehalli
33E,BMTCB,,Banashankari 3rd Stage 2nd Phase -Kamalanagar BEML Layout,,3,F53333,FFFFFF,33E :Banashankari 3rd Stage 2nd Phase -Kamalanagar BEML Layout
34,BMTCB,,Shivajinagar -Srividyanagar,,3,F53333,FFFFFF,34:Shivajinagar -Srividyanagar
34A,BMTCB,,Shivajinagar -Srividyanagar,,3,F53333,FFFFFF,34A :Shivajinagar -Srividyanagar
34B,BMTCB,,Shivajinagar -Vivekanandanagar,,3,F53333,FFFFFF,34B :Shivajinagar -Vivekanandanagar
34C,BMTCB,,Shivajinagar -Muneshwara Block,,3,F53333,FFFFFF,34C :Shivajinagar -Muneshwara Block
34D,BMTCB,,Shivajinagar -Veerabhadranagar,,3,F53333,FFFFFF,34D :Shivajinagar -Veerabhadranagar
34F,BMTCB,,Shivajinagar -Krishnappa Layout,,3,F53333,FFFFFF,34F :Shivajinagar -Krishnappa Layout
34S,BMTCB,,Shivajinagar -Chennammanakere Achkattu,,3,F53333,FFFFFF,34S :Shivajinagar -Chennammanakere Achkattu
35,BMTCB,,Kempegowda Bus Station -Kempegowdanagar Swimming Pool,,3,F53333,FFFFFF,35:Kempegowda Bus Station -Kempegowdanagar Swimming Pool
35A,BMTCB,,K R Market -Srinagar,,3,F53333,FFFFFF,35A :K R Market -Srinagar
35B,BMTCB,,Kempegowda Bus Station -Srinagar,,3,F53333,FFFFFF,35B :Kempegowda Bus Station -Srinagar
36,BMTCB,,Kempegowda Bus Station -Srinagar,,3,F53333,FFFFFF,36:Kempegowda Bus Station -Srinagar
36A,BMTCB,,Kempegowda Bus Station -Avalahalli BDA Park,,3,F53333,FFFFFF,36A :Kempegowda Bus Station -Avalahalli BDA Park
36B,BMTCB,,Kempegowda Bus Station -Girinagar 2nd Stage,,3,F53333,FFFFFF,36B :Kempegowda Bus Station -Girinagar 2nd Stage
36D,BMTCB,,Kempegowda Bus Station -Muneshwara Block,,3,F53333,FFFFFF,36D :Kempegowda Bus Station -Muneshwara Block
36E,BMTCB,,Kempegowda Bus Station -Girinagar 2nd Stage,,3,F53333,FFFFFF,36E :Kempegowda Bus Station -Girinagar 2nd Stage
36F,BMTCB,,Kempegowda Bus Station -Kalidasa Layout,,3,F53333,FFFFFF,36F :Kempegowda Bus Station -Kalidasa Layout
37,BMTCB,,Shivajinagar -Srinagar,,3,F53333,FFFFFF,37:Shivajinagar -Srinagar
37A,BMTCB,,Shivajinagar -Muneshwara Block,,3,F53333,FFFFFF,37A :Shivajinagar -Muneshwara Block
37B,BMTCB,,Shivajinagar -Timber Yard Layout,,3,F53333,FFFFFF,37B :Shivajinagar -Timber Yard Layout
37D,BMTCB,,Shivajinagar -Kempegowdanagar Swimming Pool,,3,F53333,FFFFFF,37D :Shivajinagar -Kempegowdanagar Swimming Pool
37E,BMTCB,,Shivajinagar -Girinagar Circle,,3,F53333,FFFFFF,37E :Shivajinagar -Girinagar Circle
37F,BMTCB,,Shivajinagar -Girinagar 2nd Stage,,3,F53333,FFFFFF,37F :Shivajinagar -Girinagar 2nd Stage
38,BMTCB,,N R Colony -Domlur,,3,F53333,FFFFFF,38:N R Colony -Domlur
41,BMTCB,,Gandhi Bazaar -Malleswaram 18th Cross,,3,F53333,FFFFFF,41:Gandhi Bazaar -Malleswaram 18th Cross
43,BMTCB,,Kempegowda Bus Station -Srividyanagar,,3,F53333,FFFFFF,43:Kempegowda Bus Station -Srividyanagar
43A,BMTCB,,Kempegowda Bus Station -Vivekanandanagar,,3,F53333,FFFFFF,43A :Kempegowda Bus Station -Vivekanandanagar
43B,BMTCB,,Kempegowda Bus Station -Hosakerehalli,,3,F53333,FFFFFF,43B :Kempegowda Bus Station -Hosakerehalli
43C,BMTCB,,Kempegowda Bus Station -Muneshwaranagar Kerekodi (Hosakerehalli),,3,F53333,FFFFFF,43C :Kempegowda Bus Station -Muneshwaranagar Kerekodi (Hosakerehalli)
43D,BMTCB,,Kempegowda Bus Station -Veerabhadranagar,,3,F53333,FFFFFF,43D :Kempegowda Bus Station -Veerabhadranagar
43E,BMTCB,,Kempegowda Bus Station -Banashankari 3rd Stage 2nd Phase,,3,F53333,FFFFFF,43E :Kempegowda Bus Station -Banashankari 3rd Stage 2nd Phase
44,BMTCB,,Banashankari 3rd Stage 2nd Phase -R T Nagar,,3,F53333,FFFFFF,44:Banashankari 3rd Stage 2nd Phase -R T Nagar
45,BMTCB,,K R Market -Chennammanakere Achkattu,,3,F53333,FFFFFF,45:K R Market -Chennammanakere Achkattu
45A,BMTCB,,K R Market -Bhuvaneshwarinagar (Katriguppe),,3,F53333,FFFFFF,45A :K R Market -Bhuvaneshwarinagar (Katriguppe)
45B,BMTCB,,Kempegowda Bus Station -Bhuvaneshwarinagar (Katriguppe),,3,F53333,FFFFFF,45B :Kempegowda Bus Station -Bhuvaneshwarinagar (Katriguppe)
45C,BMTCB,,K R Market -Katriguppe,,3,F53333,FFFFFF,45C :K R Market -Katriguppe
45D,BMTCB,,Kempegowda Bus Station -Ittumadu AGS Layout,,3,F53333,FFFFFF,45D :Kempegowda Bus Station -Ittumadu AGS Layout
45E,BMTCB,,Kempegowda Bus Station -Chennammanakere Achkattu,,3,F53333,FFFFFF,45E :Kempegowda Bus Station -Chennammanakere Achkattu
45F,BMTCB,,Kempegowda Bus Station -Chennammanakere Achkattu,,3,F53333,FFFFFF,45F :Kempegowda Bus Station -Chennammanakere Achkattu
45J,BMTCB,,Chennammanakere Achkattu -City Railway Station,,3,F53333,FFFFFF,45J :Chennammanakere Achkattu -City Railway Station
47,BMTCB,,Padmanabhanagar -Yeshwanthpur,,3,F53333,FFFFFF,47:Padmanabhanagar -Yeshwanthpur
49,BMTCB,,Kempegowda Bus Station -Raghavendra Colony,,3,F53333,FFFFFF,49:Kempegowda Bus Station -Raghavendra Colony
49A,BMTCB,,Brindavananagar Jinkevana -Brindavananagar Jinkevana,,3,F53333,FFFFFF,49A :Brindavananagar Jinkevana -Brindavananagar Jinkevana
49E,BMTCB,,Brindavananagar Jinkevana -Lakshminarayanapura,,3,F53333,FFFFFF,49E :Brindavananagar Jinkevana -Lakshminarayanapura
50,BMTCB,,Shivajinagar -Raghavendra Colony,,3,F53333,FFFFFF,50:Shivajinagar -Raghavendra Colony
50A,BMTCB,,Shivajinagar -Brindavananagar Jinkevana,,3,F53333,FFFFFF,50A :Shivajinagar -Brindavananagar Jinkevana
52,BMTCB,,Raghavendra Colony -Yeshwanthpur,,3,F53333,FFFFFF,52:Raghavendra Colony -Yeshwanthpur
52E,BMTCB,,Raghavendra Colony -Yeshwanthpur Railway Station,,3,F53333,FFFFFF,52E :Raghavendra Colony -Yeshwanthpur Railway Station
54,BMTCB,,K R Market -Vinayakanagar (Guddadahalli),,3,F53333,FFFFFF,54:K R Market -Vinayakanagar (Guddadahalli)
54E,BMTCB,,Kempegowda Bus Station -Vinayakanagar (Guddadahalli),,3,F53333,FFFFFF,54E :Kempegowda Bus Station -Vinayakanagar (Guddadahalli)
55,BMTCB,,K R Market -Jagajeevanramnagar,,3,F53333,FFFFFF,55:K R Market -Jagajeevanramnagar
55A,BMTCB,,Jagajeevanramnagar -Madiwala Police Station,,3,F53333,FFFFFF,55A :Jagajeevanramnagar -Madiwala Police Station
56,BMTCB,,Kempegowda Bus Station -Jagajeevanramnagar,,3,F53333,FFFFFF,56:Kempegowda Bus Station -Jagajeevanramnagar
57A,BMTCB,,Kempegowda Bus Station -Bapujinagar,,3,F53333,FFFFFF,57A :Kempegowda Bus Station -Bapujinagar
57B,BMTCB,,Kempegowda Bus Station -MCTC Mysore Road Bus Station,,3,F53333,FFFFFF,57B :Kempegowda Bus Station -MCTC Mysore Road Bus Station
58,BMTCB,,Kempegowda Bus Station -Timber Yard Layout,,3,F53333,FFFFFF,58:Kempegowda Bus Station -Timber Yard Layout
58C,BMTCB,,Kempegowda Bus Station -Telecom Colony,,3,F53333,FFFFFF,58C :Kempegowda Bus Station -Telecom Colony
59,BMTCB,,K R Market -Vijayanagar,,3,F53333,FFFFFF,59:K R Market -Vijayanagar
59A,BMTCB,,K R Market -Vijayanagar,,3,F53333,FFFFFF,59A :K R Market -Vijayanagar
59B,BMTCB,,K R Market -Marenahalli (Vijayanagar),,3,F53333,FFFFFF,59B :K R Market -Marenahalli (Vijayanagar)
59C,BMTCB,,K R Market -GKW Layout,,3,F53333,FFFFFF,59C :K R Market -GKW Layout
59D,BMTCB,,Kempegowda Bus Station -Nayandahalli Railway Gate,,3,F53333,FFFFFF,59D :Kempegowda Bus Station -Nayandahalli Railway Gate
59F,BMTCB,,Chandra Layout 1st Stage -Shanthinagar Bus Station,,3,F53333,FFFFFF,59F :Chandra Layout 1st Stage -Shanthinagar Bus Station
59G,BMTCB,,K R Market -Hampinagar,,3,F53333,FFFFFF,59G :K R Market -Hampinagar
59H,BMTCB,,K R Market -BCC Layout,,3,F53333,FFFFFF,59H :K R Market -BCC Layout
59K,BMTCB,,Basaveshwaranagar -Shanthinagar Bus Station,,3,F53333,FFFFFF,59K :Basaveshwaranagar -Shanthinagar Bus Station
60,BMTCB,,MCTC Mysore Road Bus Station -Koramangala,,3,F53333,FFFFFF,60:MCTC Mysore Road Bus Station -Koramangala
60A,BMTCB,,Jayanagar 9th Block -Vijayanagar,,3,F53333,FFFFFF,60A :Jayanagar 9th Block -Vijayanagar
60B,BMTCB,,J P Nagar 3rd Phase -Chandra Layout,,3,F53333,FFFFFF,60B :J P Nagar 3rd Phase -Chandra Layout
60C,BMTCB,,J P Nagar 6th Phase -Chandra Layout,,3,F53333,FFFFFF,60C :J P Nagar 6th Phase -Chandra Layout
60E,BMTCB,,Kuvempunagar (BTM Layout) -Vijayanagar,,3,F53333,FFFFFF,60E :Kuvempunagar (BTM Layout) -Vijayanagar
60G,BMTCB,,Kuvempunagar (BTM Layout) -Brindavananagar Jinkevana,,3,F53333,FFFFFF,60G :Kuvempunagar (BTM Layout) -Brindavananagar Jinkevana
60H,BMTCB,,Banashankari -Basaveshwaranagar,,3,F53333,FFFFFF,60H :Banashankari -Basaveshwaranagar
60J,BMTCB,,GKW Layout -Koramangala,,3,F53333,FFFFFF,60J :GKW Layout -Koramangala
60K,BMTCB,,Chandra Layout 1st Stage -Jayanagar 9th Block,,3,F53333,FFFFFF,60K :Chandra Layout 1st Stage -Jayanagar 9th Block
60L,BMTCB,,Jaibheemanagar -Vijayanagar,,3,F53333,FFFFFF,60L :Jaibheemanagar -Vijayanagar
61,BMTCB,,Kempegowda Bus Station -Vijayanagar,,3,F53333,FFFFFF,61:Kempegowda Bus Station -Vijayanagar
61A,BMTCB,,Kempegowda Bus Station -Chandra Layout,,3,F53333,FFFFFF,61A :Kempegowda Bus Station -Chandra Layout
61B,BMTCB,,Kempegowda Bus Station -Saraswathinagar,,3,F53333,FFFFFF,61B :Kempegowda Bus Station -Saraswathinagar
61C,BMTCB,,Kempegowda Bus Station -BCC Layout,,3,F53333,FFFFFF,61C :Kempegowda Bus Station -BCC Layout
61D,BMTCB,,Kempegowda Bus Station -Vijayanagar,,3,F53333,FFFFFF,61D :Kempegowda Bus Station -Vijayanagar
61E,BMTCB,,Kempegowda Bus Station -Vijayanagar Maruti Mandir,,3,F53333,FFFFFF,61E :Kempegowda Bus Station -Vijayanagar Maruti Mandir
61F,BMTCB,,Kempegowda Bus Station -GKW Layout,,3,F53333,FFFFFF,61F :Kempegowda Bus Station -GKW Layout
61G,BMTCB,,Kempegowda Bus Station -Chandra Layout,,3,F53333,FFFFFF,61G :Kempegowda Bus Station -Chandra Layout
61H,BMTCB,,Kempegowda Bus Station -Marenahalli (Vijayanagar),,3,F53333,FFFFFF,61H :Kempegowda Bus Station -Marenahalli (Vijayanagar)
61J,BMTCB,,Kempegowda Bus Station -Chandra Layout 1st Stage,,3,F53333,FFFFFF,61J :Kempegowda Bus Station -Chandra Layout 1st Stage
61L,BMTCB,,Chandra Layout -City Railway Station,,3,F53333,FFFFFF,61L :Chandra Layout -City Railway Station
61R,BMTCB,,Magadi Road 1st Cross -Magadi Road 1st Cross,,3,F53333,FFFFFF,61R :Magadi Road 1st Cross -Magadi Road 1st Cross
62,BMTCB,,Hampinagar -Domlur,,3,F53333,FFFFFF,62:Hampinagar -Domlur
62B,BMTCB,,KHB Colony -Jeevanabhimanagar,,3,F53333,FFFFFF,62B :KHB Colony -Jeevanabhimanagar
63,BMTCB,,Shivajinagar -Vijayanagar Maruti Mandir,,3,F53333,FFFFFF,63:Shivajinagar -Vijayanagar Maruti Mandir
63A,BMTCB,,Shivajinagar -Chandra Layout 1st Stage,,3,F53333,FFFFFF,63A :Shivajinagar -Chandra Layout 1st Stage
63B,BMTCB,,Shivajinagar -GKW Layout,,3,F53333,FFFFFF,63B :Shivajinagar -GKW Layout
63E,BMTCB,,Shivajinagar -Hampinagar,,3,F53333,FFFFFF,63E :Shivajinagar -Hampinagar
64,BMTCB,,Shivajinagar -Hampinagar,,3,F53333,FFFFFF,64:Shivajinagar -Hampinagar
65,BMTCB,,K R Market -KHB Colony,,3,F53333,FFFFFF,65:K R Market -KHB Colony
65B,BMTCB,,Banashankari -Basaveshwaranagar,,3,F53333,FFFFFF,65B :Banashankari -Basaveshwaranagar
66,BMTCB,,Shivajinagar -KHB Colony,,3,F53333,FFFFFF,66:Shivajinagar -KHB Colony
68,BMTCB,,Shivajinagar -Basaveshwaranagar,,3,F53333,FFFFFF,68:Shivajinagar -Basaveshwaranagar
70,BMTCB,,K R Market -Rajajinagar 1st Block,,3,F53333,FFFFFF,70:K R Market -Rajajinagar 1st Block
71,BMTCB,,Kempegowda Bus Station -Kempegowda Bus Station,,3,F53333,FFFFFF,71:Kempegowda Bus Station -Kempegowda Bus Station
74,BMTCB,,Shivajinagar -Rajajinagar Rama Mandir,,3,F53333,FFFFFF,74:Shivajinagar -Rajajinagar Rama Mandir
75,BMTCB,,Vijayanagar -Malleswaram 18th Cross,,3,F53333,FFFFFF,75:Vijayanagar -Malleswaram 18th Cross
75A,BMTCB,,KHB Colony -Malleswaram 18th Cross,,3,F53333,FFFFFF,75A :KHB Colony -Malleswaram 18th Cross
75B,BMTCB,,Hampinagar -Malleswaram 18th Cross,,3,F53333,FFFFFF,75B :Hampinagar -Malleswaram 18th Cross
75C,BMTCB,,Vijayanagar -Chowdeshwari Bus Station,,3,F53333,FFFFFF,75C :Vijayanagar -Chowdeshwari Bus Station
75D,BMTCB,,Chandra Layout 1st Stage -Chowdeshwari Bus Station,,3,F53333,FFFFFF,75D :Chandra Layout 1st Stage -Chowdeshwari Bus Station
75E,BMTCB,,GKW Layout -Malleswaram 18th Cross,,3,F53333,FFFFFF,75E :GKW Layout -Malleswaram 18th Cross
75F,BMTCB,,Saraswathinagar -Yeshwanthpur,,3,F53333,FFFFFF,75F :Saraswathinagar -Yeshwanthpur
75G,BMTCB,,BCC Layout -Chowdeshwari Bus Station,,3,F53333,FFFFFF,75G :BCC Layout -Chowdeshwari Bus Station
76,BMTCB,,K R Market -Rajajinagar 1st Block,,3,F53333,FFFFFF,76:K R Market -Rajajinagar 1st Block
77,BMTCB,,K R Market -Mahalakshmi Layout,,3,F53333,FFFFFF,77:K R Market -Mahalakshmi Layout
