Date,City,Max Temperature,Min Temperature,Average Temperature,Rainfall,Humidity,Wind Speed
2025-11-02,Bengaluru,27.8,17.7,23.0,0.0,73,9.4
2025-11-03,Bengaluru,28.0,18.5,23.3,0.0,71,9.9
2025-11-04,Bengaluru,27.1,18.5,22.4,0.1,77,11.3
2025-11-05,Bengaluru,27.4,19.5,22.7,4.5,80,11.1
2025-11-06,Bengaluru,26.5,19.1,22.0,1.9,81,11.4
2025-11-07,Bengaluru,27.5,18.7,22.7,0.6,75,10.8
2025-11-08,Bengaluru,27.3,18.6,22.3,0.0,69,11.5
2025-11-09,Bengaluru,26.6,17.2,21.7,0.0,53,11.0
2025-11-10,Bengaluru,28.8,17.2,22.4,0.0,60,9.4
2025-11-11,Bengaluru,27.5,18.1,22.9,0.0,68,10.3
2025-11-12,Bengaluru,27.9,19.0,23.1,0.1,70,11.3
2025-11-13,Bengaluru,28.1,19.4,23.2,0.6,73,11.0
2025-11-14,Bengaluru,27.9,19.1,22.5,0.0,70,12.6
2025-11-15,Bengaluru,26.7,16.3,21.3,0.0,65,12.0
2025-11-16,Bengaluru,26.3,17.5,21.8,0.0,71,12.0
2025-11-17,Bengaluru,26.5,17.1,21.4,0.0,68,13.2
2025-11-18,Bengaluru,24.6,18.2,20.8,5.8,77,15.4
2025-11-19,Bengaluru,26.6,18.3,21.7,0.4,78,13.9
2025-11-20,Bengaluru,27.8,18.2,22.2,0.0,76,10.6
2025-11-21,Bengaluru,27.2,18.1,21.7,0.6,82,13.7
2025-11-22,Bengaluru,26.9,19.6,22.3,1.5,82,17.6
2025-11-23,Bengaluru,26.5,19.4,22.1,0.4,81,17.0
2025-11-24,Bengaluru,26.8,19.2,22.1,0.0,78,15.1
2025-11-25,Bengaluru,26.5,18.0,21.5,0.0,75,14.4
2025-11-26,Bengaluru,26.6,17.0,20.9,0.0,74,15.6
2025-11-27,Bengaluru,25.2,16.5,20.3,0.0,74,15.7
2025-11-28,Bengaluru,24.8,15.8,19.8,0.0,74,18.9
2025-11-29,Bengaluru,22.2,16.2,19.0,0.1,80,17.6
2025-11-30,Bengaluru,21.4,18.3,19.3,6.3,92,14.6
2025-12-01,Bengaluru,23.9,18.7,20.8,0.1,83,16.8
2025-12-02,Bengaluru,24.8,18.5,21.2,0.3,83,13.8
2025-12-03,Bengaluru,25.0,19.1,21.4,1.7,86,17.2
2025-12-04,Bengaluru,25.9,19.3,21.4,7.5,85,14.3
2025-12-05,Bengaluru,24.9,19.3,21.4,1.3,82,17.4
2025-12-06,Bengaluru,25.6,17.4,20.9,0.0,76,14.1
2025-12-07,Bengaluru,26.5,17.0,20.9,0.0,76,13.1
2025-12-08,Bengaluru,27.1,15.9,20.5,0.0,67,13.7
2025-12-09,Bengaluru,27.2,15.2,20.5,0.0,72,13.9
2025-12-10,Bengaluru,27.4,17.0,21.2,0.0,56,13.5
2025-12-11,Bengaluru,26.6,14.8,20.0,0.0,63,14.6
2025-12-12,Bengaluru,26.7,13.9,19.8,0.0,65,11.9
2025-12-13,Bengaluru,27.3,14.1,19.9,0.0,57,13.4
2025-12-14,Bengaluru,26.1,14.2,19.7,0.0,63,13.2
2025-12-15,Bengaluru,26.4,14.2,19.5,0.0,63,12.5
2025-12-16,Bengaluru,25.1,15.4,20.2,0.1,78,21.9
2025-12-17,Bengaluru,26.9,17.8,21.9,0.0,69,16.1
2025-12-18,Bengaluru,27.0,15.0,20.2,0.0,62,12.9
2025-12-19,Bengaluru,26.5,14.8,20.0,0.0,62,11.6
2025-12-20,Bengaluru,25.3,13.8,19.1,0.0,65,10.7
2025-12-21,Bengaluru,25.7,14.3,19.5,0.0,66,11.7
2025-12-22,Bengaluru,24.8,14.3,19.2,0.0,72,12.7
2025-12-23,Bengaluru,25.7,15.0,19.8,0.0,67,9.8
2025-12-24,Bengaluru,25.3,14.5,19.8,0.0,63,11.7
2025-12-25,Bengaluru,26.8,14.4,20.3,0.0,61,12.3
2025-12-26,Bengaluru,26.4,17.4,21.2,0.0,65,12.6
2025-12-27,Bengaluru,26.0,16.2,20.4,0.0,62,11.8
2025-12-28,Bengaluru,26.6,15.0,20.3,0.0,67,12.0
2025-12-29,Bengaluru,27.2,15.0,20.9,0.0,67,12.4
2025-12-30,Bengaluru,28.7,16.5,22.1,0.0,63,10.2
2025-12-31,Bengaluru,28.2,17.0,22.5,0.5,68,10.2
